geometry,SPEED_LIMIT
"MULTILINESTRING ((278596.3941408702 5669377.022462121, 278577.99595317256 5669369.784284942, 278574.85524813266 5669368.1263418235, 278572.2743295663 5669365.798316558, 278570.886249956 5669363.017980913, 278570.7010622785 5669360.018791625, 278571.7607032247 5669357.611990771, 278573.0803647993 5669355.873391347, 278576.5483415856 5669354.064576395, 278577.8494556337 5669353.6855686195))",40.0
"MULTILINESTRING ((281898.0332380835 5669694.857499709, 281895.67898773693 5669713.690021811, 281893.3252337525 5669732.533663027, 281890.9715046291 5669751.377306213, 281888.61780036753 5669770.220951372))",40.0
"MULTILINESTRING ((291293.30447307223 5643311.818105217, 291297.9235857803 5643310.774806574, 291302.4771971927 5643309.678472366, 291305.5306406587 5643308.920890778, 291311.79409788246 5643307.622135575, 291316.04033130175 5643306.760885743, 291318.96213380597 5643306.231312469, 291323.26160214015 5643305.468142855, 291327.3682698512 5643304.812951078, 291330.4838981997 5643304.375801585, 291333.86620288494 5643303.916788679, 291336.71036310017 5643303.557376823))",40.0
"MULTILINESTRING ((284456.12768612965 5653671.540057285, 284460.0071055185 5653675.92193058, 284460.0515178145 5653675.975760527, 284464.38815728005 5653680.873117205, 284464.57983757934 5653681.087852039, 284465.6195839335 5653682.258361794, 284466.5120618717 5653683.267966836, 284475.3182326008 5653694.059425718))",
"MULTILINESTRING ((283837.0500799605 5660535.004246969, 283837.3251979237 5660530.515788623, 283837.7691291355 5660524.193846871, 283837.8926065133 5660522.618406117, 283838.1386297863 5660519.445290412, 283838.3617355175 5660516.562687788, 283838.5974917759 5660513.312046042, 283838.7803882972 5660510.809774325, 283838.88257394184 5660507.38654462, 283838.98517333716 5660504.475582819, 283839.16679581493 5660500.7706080265, 283839.27462647634 5660496.979632897, 283839.3515833169 5660493.624280513, 283839.18469309213 5660490.479607435, 283838.9530740483 5660485.4555559745, 283838.74627247633 5660479.8513594335, 283838.54929083877 5660474.146521666, 283838.3303932772 5660468.086230162, 283838.12970241846 5660462.125405361, 283837.7828348832 5660451.504457346, 283837.1397113106 5660433.144828741, 283836.6652367582 5660418.976643203, 283836.3219939034 5660409.44693398, 283836.089605515 5660402.897196579, 283835.9084153926 5660398.071491606, 283835.72260186117 5660392.800515118, 283835.51904789795 5660387.441189113, 283835.41376766807 5660384.761672948))",40.0
"MULTILINESTRING ((275684.3418478578 5671524.431825129, 275658.1996223735 5671497.972562782))",50.0
"MULTILINESTRING ((292752.70132111164 5662218.4376702225, 292752.3057363367 5662208.598767112))",
"MULTILINESTRING ((278914.5965336842 5666468.227724205, 278934.6963498727 5666495.609268068, 278950.0950887571 5666516.710711497, 278955.38082805194 5666523.711984499, 278957.4115643402 5666527.244476257, 278958.83183681295 5666530.602706417, 278959.25418223016 5666533.580561788, 278958.98401991755 5666537.90237952, 278958.3069674842 5666540.749242469, 278956.4899601778 5666543.500267625, 278953.4970616562 5666546.624774985, 278947.3125882072 5666551.512413081, 278931.69677414116 5666563.721478903, 278929.9596025569 5666565.065759382))",40.0
"MULTILINESTRING ((289625.4795558598 5648862.026848422, 289629.44210170774 5648861.398127827, 289633.44041662366 5648860.957260562, 289637.9932308033 5648860.660896661, 289643.52507120976 5648860.224534708, 289647.40561336605 5648859.654837814, 289651.3181859584 5648858.315491957, 289654.1530136145 5648856.763823768, 289656.3728556914 5648855.136925733, 289657.4251427479 5648854.203328246, 289659.1167696122 5648852.386319179))",50.0
"MULTILINESTRING ((293843.21194604435 5662706.06981707, 293860.0695887013 5662705.774119066, 293876.927674287 5662705.4895936595, 293893.7853134935 5662705.1940059615, 293910.65039868315 5662704.909310821))",40.0
"MULTILINESTRING ((277565.415328949 5671049.478394632, 277572.9320527934 5671043.160978188, 277582.2761331341 5671035.361138947, 277584.29589225445 5671033.792414694, 277587.4014699272 5671031.575267093, 277591.4724833233 5671029.327487479, 277598.2247735483 5671026.551602971, 277601.1472289168 5671025.445032196, 277602.0126226812 5671025.207109795, 277602.3132963774 5671025.1941010915))",40.0
"MULTILINESTRING ((292820.58942877344 5659431.607661035, 292808.1335980807 5659436.394959082))",50.0
"MULTILINESTRING ((278979.6086418661 5662076.443489199, 278991.37048420263 5662085.461701082, 279002.0000261433 5662093.604074502, 279019.03624305304 5662106.817780054))",40.0
"MULTILINESTRING ((286420.56335677556 5657841.742436982, 286397.87344808807 5657816.923278969))",50.0
"MULTILINESTRING ((286546.19260026584 5672235.1996677695, 286543.274757106 5672235.421112158, 286540.46223238925 5672235.649319397, 286537.54208019964 5672235.815180443, 286535.14205349714 5672235.859206014, 286533.36001816555 5672235.77732952, 286531.6087780128 5672235.593945637, 286528.56350871694 5672235.107955682, 286526.1669632199 5672234.561605675, 286524.216419163 5672233.963317206, 286521.6536118209 5672233.123191071, 286516.94926822896 5672231.469985395, 286511.26367346884 5672229.289591906, 286506.37723216077 5672227.298729525, 286500.783950693 5672224.9808731675, 286496.37469906884 5672223.014737947, 286492.2972288289 5672221.112775376, 286484.9041778304 5672217.444247198, 286479.568719374 5672214.759330288, 286474.7747548499 5672212.129871678, 286469.9836177157 5672209.400071036, 286464.4060270939 5672206.112722482, 286459.9717948077 5672203.546282454, 286456.2387961752 5672201.34048108))",40.0
"MULTILINESTRING ((274918.4668593586 5660954.641964278, 274916.9747704818 5660955.999095618, 274915.0789617117 5660957.273606327, 274913.17075155565 5660958.103139074, 274911.2583881889 5660958.676679832, 274908.9584709226 5660959.055515077, 274906.89136823197 5660958.978669436, 274904.7324272597 5660958.727625182, 274902.2707040005 5660958.133381838, 274899.5722247701 5660957.58288787, 274893.8703878813 5660956.573178119, 274888.1357311354 5660955.776529201, 274882.2954937273 5660954.97335738, 274877.3600870679 5660954.475970993, 274873.16906690446 5660954.14657755, 274866.6432473821 5660953.718630038, 274862.2983621921 5660953.563032502, 274856.350994641 5660953.521951013, 274851.23521331965 5660953.555950444, 274845.37968506385 5660953.689080141, 274821.8057145213 5660954.762920811, 274818.0129255147 5660954.872841887, 274815.89310062665 5660954.553298146, 274813.6359987332 5660953.983575229, 274811.5711218429 5660952.99335291, 274809.52983491006 5660951.578856655, 274807.62451240304 5660949.902249585))",40.0
"MULTILINESTRING ((292708.68096409936 5645447.259367484, 292738.80782191706 5645420.63321541, 292762.18712937896 5645390.524586254, 292777.5641596505 5645361.637979064, 292801.2216714845 5645302.211164963))",40.0
"MULTILINESTRING ((286591.5639823462 5665407.233899583, 286585.6925468852 5665400.572699722, 286583.89568941016 5665398.497854719, 286582.12748554884 5665396.945230868, 286579.77885188285 5665395.260754671, 286578.0309190829 5665394.197291085, 286575.6978604945 5665393.057851947, 286573.09734024876 5665392.063135236, 286570.65155852016 5665391.4183693975, 286568.8201948202 5665391.04882009, 286565.8156390764 5665390.794715514, 286561.94965396577 5665390.565181192, 286558.41873431054 5665390.299488849, 286554.48928963754 5665390.061454061))",50.0
"MULTILINESTRING ((275004.667217862 5661576.557192231, 275000.305189279 5661489.303101009))",
"MULTILINESTRING ((294776.91471913445 5663798.373528153, 294805.1586911646 5663799.876425099, 294809.9294142373 5663800.632901818, 294813.1469961406 5663802.186157451, 294815.3837144793 5663804.290694818, 294817.7661068551 5663807.235700494, 294818.71823535045 5663809.836804299, 294819.4812078547 5663813.1469540605, 294819.2717859408 5663818.277449499, 294816.5331672276 5663843.540755309))",40.0
"MULTILINESTRING ((282068.31126073026 5644482.567334667, 282066.68581988325 5644444.571032353))",
"MULTILINESTRING ((281366.9368805828 5663239.19954278, 281348.6042515343 5663280.505185337, 281330.27194780775 5663321.810903151, 281311.9399694075 5663363.116696224, 281293.199599928 5663402.891857332))",40.0
"MULTILINESTRING ((284173.6848949618 5671952.203260125, 284173.22198191384 5671962.691345299))",50.0
"MULTILINESTRING ((293061.75897925196 5670924.307052808, 293065.19534303434 5670924.424828139, 293071.8971883927 5670925.112686, 293076.0305109683 5670925.146733707, 293081.32092121465 5670925.045122065, 293082.9187828206 5670924.724683601))",50.0
"MULTILINESTRING ((282962.8566024776 5652422.324750665, 282946.7718285873 5652372.907560835, 282797.4629075895 5652379.433025073))",40.0
"MULTILINESTRING ((272447.3138818451 5665116.790417447, 272448.2979646048 5665109.852215755, 272449.13883029844 5665104.435176075, 272450.36073121015 5665093.988984062, 272451.0638096692 5665087.675815863, 272451.62576350593 5665082.137438455, 272451.7908595775 5665079.523739193))",50.0
"MULTILINESTRING ((281611.6121318493 5658914.324536697, 281609.7849065136 5658869.9877900975, 281607.8506686663 5658830.422180501, 281605.92297374154 5658790.845159049, 281603.98874495877 5658751.2795530185))",40.0
"MULTILINESTRING ((286749.8669017254 5657608.879483112, 286749.7318860438 5657605.611035971, 286749.9164679267 5657602.4296119, 286750.5070679892 5657599.387321749, 286751.50368686044 5657596.484165674, 286752.5473921782 5657594.380866694, 286753.7666006313 5657591.936234228, 286755.58594398224 5657589.399995239, 286759.0265439947 5657586.1620281655))",40.0
"MULTILINESTRING ((282126.3087534226 5662968.962926544, 282084.24565106747 5663004.709087538, 282042.2375258029 5663041.244032981, 282000.2299987716 5663077.779338456, 281958.2160669742 5663114.315300261))",50.0
"MULTILINESTRING ((287282.8326830975 5673412.350083536, 287277.9948208756 5673414.877959606, 287273.6547131649 5673417.084541498, 287271.7724753587 5673417.953184764, 287269.63818116253 5673418.821131922, 287268.1637606275 5673419.39447501, 287266.62928590854 5673419.870078014, 287264.8040450305 5673420.424543214, 287261.2385141168 5673421.21813696, 287258.05937260704 5673421.706181768, 287255.22460564296 5673422.057463637, 287251.3880583835 5673422.561606354, 287245.94032527134 5673423.210445888, 287242.4281076732 5673423.6009329995, 287238.07162881875 5673424.059804375))",40.0
"MULTILINESTRING ((287858.9231819619 5638683.101548124, 287811.1282975323 5638689.0293752765, 287801.5419492476 5638689.8553208355, 287795.01237211353 5638690.289136243, 287768.1584536707 5638691.442084573))",40.0
"MULTILINESTRING ((283857.1679092217 5673080.1337566925, 283854.8431978276 5673079.964287872, 283851.7305299424 5673079.70546951, 283847.8061578715 5673079.458534641, 283844.18326421984 5673079.221190514, 283840.4373680925 5673079.055846465, 283835.82803497114 5673078.837744026, 283826.8130227996 5673078.582308916, 283819.30215817457 5673078.4640529975, 283812.37749366986 5673078.465917462, 283799.5127884186 5673078.740067358, 283789.8679074695 5673079.157149178, 283778.7682992846 5673079.61320782, 283767.79309637554 5673080.030642906), (283767.79309637554 5673080.030642906, 283757.00801094645 5673080.473509022, 283745.6786900256 5673080.9615833005, 283734.64105139044 5673081.392854754, 283728.7340874179 5673081.619272577, 283722.83411287656 5673081.845402925), (283722.83411287656 5673081.845402925, 283706.8834074008 5673082.494729125, 283693.96656218567 5673083.027488785, 283682.78402024764 5673083.509521386, 283672.06742633786 5673083.916271088, 283667.2941473219 5673084.12842772), (283657.29886454553 5673084.538241906, 283641.1221601827 5673085.141606076, 283614.0713854516 5673086.236484172, 283601.33017860656 5673086.617298019), (283601.33017860656 5673086.617298019, 283595.60720985016 5673086.55769388, 283589.89122990123 5673086.497801651, 283582.63888199953 5673086.034890797, 283575.06447914813 5673085.240312789, 283568.0160772305 5673084.134022316, 283564.65540442936 5673083.473757782, 283560.90188277955 5673082.629582433), (283560.90188277955 5673082.629582433, 283551.14539652225 5673079.9000517065, 283544.35157776705 5673077.524587408, 283537.96122581256 5673074.920527393, 283533.4772509768 5673072.859810656, 283528.1053144705 5673069.500079838, 283522.8381738817 5673065.9688832015, 283518.4256470058 5673062.6132782735, 283513.8200682391 5673058.664415804), (283983.19607866486 5673103.8663380025, 283979.3368859413 5673103.004033701, 283974.3304568851 5673101.833597412, 283971.3267899682 5673101.169195385, 283969.54443533754 5673100.742991783), (283969.54443533754 5673100.742991783, 283962.4742011677 5673099.113652621, 283954.6416307383 5673097.338194743, 283947.7764151209 5673095.755936952, 283944.94095239067 5673095.09561214, 283937.2425687709 5673093.347946706, 283930.72449594666 5673091.862478696, 283925.73994541174 5673090.71344167, 283918.75077170087 5673089.180983152, 283911.031893068 5673087.612408491, 283903.2067912618 5673086.181956726, 283897.7604872502 5673085.20828799, 283892.22659289953 5673084.316268269, 283886.7588746244 5673083.499428705, 283882.54648839496 5673082.897066364, 283878.8080019242 5673082.408412161, 283873.6916451623 5673081.788404986, 283869.2882302699 5673081.305459844, 283865.5749187361 5673080.915988179, 283861.66730717104 5673080.568105324, 283857.1679092217 5673080.1337566925), (283667.2941473219 5673084.12842772, 283663.28923208115 5673084.297092308, 283659.5149664519 5673084.456046091, 283657.29886454553 5673084.538241906))",50.0
"MULTILINESTRING ((293775.4906362338 5643088.265622998, 293768.95481882524 5643087.155933845, 293764.5812025934 5643086.4167978745, 293758.2575990237 5643085.33208746, 293752.47311806784 5643084.348427575, 293748.04016327875 5643083.5337213855, 293742.04779080313 5643082.279970451, 293736.01496043795 5643080.894217694, 293728.6458923011 5643079.016011648, 293721.93103005266 5643077.122930339, 293716.2662984893 5643075.433054312, 293710.4108289357 5643073.550344524, 293704.29211157706 5643071.422011763, 293698.9330943816 5643069.45275819, 293695.22183583817 5643068.019243485, 293688.54319021443 5643065.2673829235, 293684.1507806878 5643063.348770814, 293679.8150484441 5643061.439042304, 293672.8836147654 5643058.173921137, 293669.6019964458 5643056.567444161, 293665.7223059933 5643054.617314211, 293660.58934809966 5643051.959881194, 293656.1835996399 5643049.529620786, 293652.7327177831 5643047.56243936, 293648.3062671892 5643044.965986668, 293644.770089064 5643042.801777262, 293641.15962854575 5643040.540312375, 293637.08421545115 5643037.91876638, 293632.4607693193 5643034.795693512, 293628.7680554135 5643032.236869478, 293623.72177893866 5643028.57388791))",
"MULTILINESTRING ((293974.0739498859 5671856.295801694, 293970.07528185996 5671856.45612258, 293952.37533054827 5671857.176949728))",50.0
"MULTILINESTRING ((283710.4347109548 5643537.060673942, 283710.2238602497 5643552.771590212, 283709.84211798373 5643571.307107958, 283709.58418885095 5643592.8108433075, 283709.3574474279 5643604.257237665, 283709.20675437606 5643617.526806805, 283709.04546262225 5643637.80152534, 283708.7900950223 5643646.197779977, 283708.2720830097 5643654.037040658, 283707.5215473351 5643661.028508385, 283706.4283577512 5643668.245857898, 283704.9879526491 5643675.41087329, 283703.5481422128 5643681.239513347, 283701.2006701988 5643689.1105418615, 283697.65216857765 5643699.080743027, 283694.1673620944 5643707.032627189, 283690.33449584903 5643714.74289976, 283686.10143727314 5643722.481006672, 283682.374518767 5643728.004159293, 283677.6063059737 5643734.728927071, 283673.94906138035 5643739.558731929, 283672.02574257867 5643742.066676278))",50.0
"MULTILINESTRING ((284057.00831249135 5659832.614991388, 284056.0186511313 5659819.53751933, 284055.0219810217 5659806.460340858, 284054.0323169924 5659793.382869318, 284053.03564417775 5659780.305691371))",
"MULTILINESTRING ((289665.3040076325 5664677.726739654, 289670.18826076854 5664682.282303231, 289675.664975496 5664687.437286696, 289681.1042874699 5664693.050373469, 289685.265255774 5664697.9250170225, 289689.5768112084 5664703.7400638815, 289692.16987982555 5664707.654233303, 289694.58974675415 5664711.620019403, 289696.90324024874 5664715.556742163, 289699.3231211202 5664720.725203768, 289701.44145022065 5664725.549630821, 289703.2128564554 5664730.120962527, 289705.5641018811 5664736.528310582), (289257.7737345918 5664594.351075594, 289265.908617852 5664591.79105745, 289274.00186065456 5664588.898678298, 289284.9370370385 5664585.366660794, 289292.6509095038 5664583.313890867, 289303.3244613934 5664580.928481063, 289309.9403302105 5664579.633352078, 289315.32307689416 5664578.878651409), (289315.32307689416 5664578.878651409, 289322.0377852806 5664578.114019782, 289330.42185557005 5664577.359070318, 289335.944260443 5664576.932757064, 289338.65046029096 5664577.089337647), (289338.65046029096 5664577.089337647, 289349.87147849344 5664577.287440886, 289370.21128425776 5664577.892181186, 289391.26924673695 5664578.567859824, 289413.555692033 5664579.104310556, 289442.6738417627 5664579.8515603, 289465.64460115903 5664580.66093038, 289488.02447469905 5664581.082523261, 289509.13429338066 5664581.656337746, 289520.8660327374 5664582.513229649, 289533.9539601207 5664584.639903661, 289546.3828708766 5664587.628728604, 289556.99964617286 5664591.404317238, 289569.28425133723 5664596.5260459725, 289578.9374744608 5664601.777572474, 289586.07428157015 5664606.196499707, 289596.0058754451 5664613.2852409845, 289606.0976654314 5664621.893072122, 289614.9438714861 5664630.050683192, 289628.88855685014 5664643.200522103), (289127.3334644813 5664602.362310954, 289143.23045200086 5664601.499924736, 289161.6633480183 5664600.745366209, 289177.03038439195 5664600.127496435, 289187.79276713147 5664599.742676129), (289187.79276713147 5664599.742676129, 289202.99850877357 5664598.95331046, 289217.95250454865 5664598.352466988, 289230.49580111407 5664597.961672235), (289230.49580111407 5664597.961672235, 289237.5549801615 5664597.561454363, 289245.1326679832 5664597.151166088, 289251.542578261 5664595.9646106325, 289257.7737345918 5664594.351075594), (289628.88855685014 5664643.200522103, 289651.1013167148 5664664.264410379), (289651.1013167148 5664664.264410379, 289665.3040076325 5664677.726739654))",50.0
"MULTILINESTRING ((290548.9652060284 5643406.801469498, 290504.10313505377 5643436.496313182, 290459.7379562892 5643450.248061549, 290412.3058787838 5643449.781915939))",40.0
"MULTILINESTRING ((281089.72105421405 5659069.32480485, 281092.586131009 5659069.169845823, 281096.688954965 5659069.062612507, 281108.1432628157 5659068.632385164, 281117.0095341913 5659068.267416443, 281118.90837628243 5659068.175732859, 281120.4259279757 5659068.03340161, 281122.1238154612 5659067.838873298, 281123.3623107653 5659067.407680737, 281125.565839384 5659066.222785852, 281126.64577402896 5659065.3639765745, 281129.0977292395 5659062.587090892))",40.0
"MULTILINESTRING ((276174.3555370567 5668959.911694522, 276169.8275569475 5668963.283055852, 276162.2727995097 5668968.768698757, 276151.75375698565 5668976.354780378, 276141.5893053331 5668983.713831702, 276128.0877373202 5668993.62395553, 276120.3842327068 5668999.071588392, 276110.02329900814 5669006.584054606, 276102.89366004174 5669011.850805649, 276091.7751832013 5669019.830669625, 276084.50303736114 5669025.203894408, 276075.2700138425 5669031.898814835, 276069.4488913576 5669036.1507830275, 276066.25311582745 5669038.406136093, 276063.4574743125 5669040.354482461))",50.0
"MULTILINESTRING ((291473.41030858527 5670839.033402356, 291485.7106288731 5670838.734883056))",50.0
"MULTILINESTRING ((292903.23175731505 5655636.0363588175, 292829.3362047876 5655638.598665994, 292689.498215667 5655644.2980796965, 292611.71442920505 5655647.464965651, 292512.16176062974 5655650.950632932, 292502.50617913785 5655650.314045093, 292489.85721775366 5655649.474803087, 292427.0108986612 5655654.148986107, 292359.6264613051 5655659.507446791, 292261.1063699885 5655663.346191058, 292178.54374549247 5655666.455695064, 292060.0536158704 5655671.157449146, 292003.1232189413 5655673.42727759, 291922.39633755106 5655676.600587525))",70.0
"MULTILINESTRING ((286383.57071958773 5668032.044249014, 286385.1319172073 5668067.114882255, 286386.6935814882 5668102.196634155, 286388.2552508601 5668137.278387444, 286389.809467784 5668172.3493153155))",40.0
"MULTILINESTRING ((281375.19604014175 5644784.063687502, 281374.8134416258 5644774.65823248, 281374.12092394795 5644757.73748501, 281373.86632479576 5644751.366932504, 281374.13003228814 5644748.772111904, 281374.69594776654 5644746.33159518, 281375.95903505146 5644743.728035861, 281378.06453859527 5644740.899625789, 281380.06418384076 5644739.066841368, 281382.74555391073 5644737.539406042, 281385.06851622986 5644736.695285117, 281387.79724018154 5644736.290655146, 281392.0355830614 5644736.123052379, 281401.68734857714 5644735.771714219, 281426.6432506788 5644734.708254257, 281435.34951699246 5644734.307752864, 281444.2164924365 5644734.045266468, 281453.5974456784 5644733.616350017, 281461.46269789455 5644733.307032637))",40.0
"MULTILINESTRING ((292533.2263738393 5663798.174559476, 292531.7033552882 5663812.077247776, 292532.64134904393 5663825.791749278, 292533.5797894076 5663839.517368467, 292534.51778099174 5663853.23187051))",40.0
"MULTILINESTRING ((283124.9877108217 5661835.245093149, 283106.6490105265 5661837.1748124845, 283087.5565608932 5661838.367873827))",
"MULTILINESTRING ((290912.83410875115 5656649.8318187455, 290899.3707511693 5656650.343568459))",
"MULTILINESTRING ((283654.5817843773 5653851.316050559, 283659.91963821405 5653857.785663899, 283662.16041760525 5653864.139909702, 283662.7607911284 5653891.0762608275, 283661.6671382995 5653900.710569367, 283657.59049918276 5653912.786132309))",
"MULTILINESTRING ((276775.5702490179 5663533.370586899, 276742.82676628797 5663548.733692513, 276710.08395008126 5663564.108128681, 276677.3413187977 5663579.482778494, 276640.40127109503 5663596.910750662))",
"MULTILINESTRING ((291118.25400266773 5663124.995788321, 291095.0490041607 5663125.980994435, 291071.84400752827 5663126.966305203, 291048.63201011834 5663127.952004573, 291025.4270172389 5663128.937524682))",
"MULTILINESTRING ((291763.2633095194 5657712.705582091, 291813.2450173403 5657711.224076346))",40.0
"MULTILINESTRING ((291953.61967785045 5666410.96544843, 291927.438984637 5666428.136819336, 291908.2957410648 5666439.578538126, 291903.4158702071 5666443.016265404, 291891.38221233885 5666449.994800178, 291875.7108692775 5666458.712830473, 291864.5869016797 5666465.131279719, 291858.58557960996 5666467.356074326, 291850.7559044982 5666469.955468793))",
"MULTILINESTRING ((279037.9674512261 5666295.333723278, 279046.3964120927 5666289.147042744))",
"MULTILINESTRING ((287076.4321254112 5657686.916201269, 287076.9090765401 5657698.990324353, 287077.664159729 5657719.850488436, 287079.12987317506 5657756.917765092, 287079.51059679943 5657767.169539153, 287080.10140135034 5657783.0252391705, 287080.1361195774 5657784.037191644, 287081.2475214 5657811.1522818245, 287081.9924050359 5657830.743355085, 287082.8557263161 5657854.227176729, 287083.7300005464 5657875.082428914, 287084.64907402 5657900.768899228, 287085.7084139534 5657926.961845161, 287086.760747894 5657953.155081, 287087.0273691341 5657959.959374398, 287087.4071246902 5657969.676658595, 287087.59349998797 5657973.343882858, 287087.8524577249 5657979.792137448, 287088.0941841771 5657987.354712554, 287088.43175514153 5657994.857653825, 287088.89143287035 5658007.533843704, 287089.34619873983 5658019.920697877, 287089.57050331484 5658025.869257871, 287089.7376182792 5658030.261123216, 287090.3184265576 5658046.384507628, 287090.8349724536 5658059.247666344, 287092.5915630547 5658103.875508978, 287094.389896036 5658149.515017553, 287094.9529627122 5658163.846224317, 287095.5489173672 5658179.144915479, 287096.177563378 5658195.065880094, 287097.9341904603 5658239.69372943, 287099.6861130618 5658284.377456034, 287100.40589705255 5658302.677789399, 287101.4702794053 5658329.672340942, 287102.692159866 5658360.825299321, 287103.2351972831 5658374.50030628, 287103.8446371738 5658382.125669897, 287104.83224277967 5658388.36569329, 287105.1705377776 5658393.162535373, 287105.540799043 5658397.713064574))",50.0
"MULTILINESTRING ((294812.912211247 5664880.287903163, 294811.25608760456 5664881.834859013, 294809.0222281945 5664883.839104016, 294807.3577779249 5664885.352987587, 294805.496526146 5664887.030604834, 294804.1101371 5664888.132545727, 294802.7154196584 5664889.201413423, 294800.1064863906 5664890.942228115, 294798.4128927826 5664891.900518726, 294796.8408723087 5664892.742614489, 294794.9192892673 5664893.609774033, 294792.00165001396 5664894.817271135, 294788.86266618967 5664896.100400484, 294784.76528650784 5664897.78918038, 294782.1433406152 5664898.851279238, 294780.2877761597 5664899.615597552, 294778.18286623573 5664900.456663332))",50.0
"MULTILINESTRING ((293927.5103920308 5649431.790086884, 293939.68237549264 5649429.824530673, 293951.77214491833 5649427.38347529, 293963.7590826851 5649424.478876032, 293975.62212846347 5649421.111570714, 293985.6618961784 5649417.872540669, 293995.59010431997 5649414.303923919, 294005.3997334812 5649410.405999312))",50.0
"MULTILINESTRING ((273034.8274315726 5671086.712058303, 273032.2706879457 5671082.280426009, 273030.94833586167 5671080.09996777, 273029.9579465841 5671078.138761355, 273028.9183589951 5671075.856709854, 273027.04050131014 5671071.885199116, 273025.50578478863 5671069.1794691505, 273023.519978664 5671065.936730841, 273021.49111299706 5671062.829556931, 273018.43653516844 5671058.865453973, 273015.1747509738 5671054.81025532, 273011.68796747254 5671050.419699155))",40.0
"MULTILINESTRING ((277283.6691169532 5661691.822175723, 277297.17258308025 5661691.18318804))",40.0
"MULTILINESTRING ((289745.8266070838 5671269.93429833, 289748.51412072644 5671269.891175065, 289752.98830752395 5671269.697014526, 289756.93158545985 5671269.535711007, 289759.2304666686 5671269.408266445))",
"MULTILINESTRING ((295138.98057402414 5666871.295210962, 295155.91999873647 5666870.587594583, 295186.3933195444 5666869.363722611))",40.0
"MULTILINESTRING ((291398.30147824076 5662657.9947016565, 291400.3207609117 5662704.938529595))",50.0
"MULTILINESTRING ((279509.71651486296 5657872.699501535, 279508.0381599751 5657922.521168137))",40.0
"MULTILINESTRING ((274203.7597661322 5671931.881799234, 274020.82543637406 5671940.245945648, 273967.0734447596 5671940.315417454))",
"MULTILINESTRING ((276490.6298013851 5670930.088006833, 276455.6550044607 5670973.543401811, 276451.83132831746 5670978.409921656, 276448.10893914604 5670983.350006058, 276444.5018218671 5670988.363046592, 276440.99647482287 5670993.460768202))",40.0
"MULTILINESTRING ((290097.2697075864 5664786.240116976, 290083.3882998952 5664786.817002021, 290072.58481793944 5664787.212790283, 290058.8303252942 5664787.806840318, 290055.02208949975 5664787.962073134))",
"MULTILINESTRING ((284750.1004581846 5667667.763908197, 284744.685464777 5667664.315323045, 284739.4915894889 5667660.6236231, 284730.1481487068 5667653.575196146, 284715.2969087558 5667642.369362987))",40.0
"MULTILINESTRING ((293878.7868050679 5645351.016179477, 293890.5705874027 5645358.865241716))",50.0
"MULTILINESTRING ((276922.40078670793 5656086.89691417, 276926.7695537398 5656085.728122823, 276931.5194115938 5656084.598564549, 276935.2261893066 5656083.8815984735, 276939.00453567924 5656083.194957024, 276943.2415923197 5656082.555334023, 276947.132332841 5656082.030908367, 276950.9236435238 5656081.644430332, 276954.25864551455 5656081.266522614, 276956.5102195414 5656081.180429411))",50.0
"MULTILINESTRING ((291529.72823165986 5660704.770526276, 291532.23339791666 5660747.474184948))",50.0
"MULTILINESTRING ((293243.1784919427 5663570.957666959, 293264.4206329879 5663607.987704548))",40.0
"MULTILINESTRING ((285949.4925316123 5646378.949939977, 285954.9974612491 5646377.965260283, 285960.0095464608 5646377.145715194, 285964.9564289585 5646376.451364591, 285969.9285225099 5646375.856201207, 285976.1343651246 5646375.143260867, 285983.7231944831 5646374.517967093, 285990.07446515025 5646374.088571943, 285995.86263307487 5646373.827211828, 286001.385665445 5646373.621353484, 286007.24578819564 5646373.568617753, 286010.79311399127 5646373.578005425, 286014.0285587034 5646373.533461008))",
"MULTILINESTRING ((290656.42207229504 5640642.065793923, 290652.4452463391 5640628.351757298, 290648.47543636826 5640614.637439716))",
"MULTILINESTRING ((278485.94318795647 5666030.393093411, 278489.86756574665 5666037.508222655, 278492.61075351 5666042.268457385, 278495.34693747235 5666047.028994584, 278496.26001269027 5666048.693759947))",40.0
"MULTILINESTRING ((287483.60776957707 5672083.854177583, 287490.9193221312 5672131.115210559))",40.0
"MULTILINESTRING ((291137.5197413023 5649151.363242268, 291136.07664741116 5649115.075830397, 291134.6335606392 5649078.788420017, 291133.83790030447 5649066.738718111, 291132.7082324004 5649056.172353768, 291130.38972279866 5649043.683010157, 291127.8302751779 5649032.717790626, 291125.7071773015 5649024.897391683, 291122.90262839047 5649016.224801384))",
"MULTILINESTRING ((294270.55108228826 5672346.178185832, 294266.35273795296 5672341.691702615, 294264.0513445323 5672338.944331574, 294262.1294160004 5672335.357747248, 294260.8036431215 5672330.923272158, 294261.278046462 5672326.160597811, 294262.9783783988 5672321.415645997, 294264.8638758077 5672318.322453999, 294267.2140144991 5672314.943408222))",
"MULTILINESTRING ((287906.62109677907 5663254.867642465, 287867.0504835596 5663256.351726183, 287854.9509147533 5663256.872116139))",
"MULTILINESTRING ((285191.8005757618 5668741.295900754, 285189.52725017886 5668696.254084566))",40.0
