SEGMENT_ID,BUILT_STATUS,FULL_NAME,SPEED_LIMIT,CTP_CLASS,MULTILINESTRING,geometry
44583,Built,36 AV NW,40.0,Residential Street,"MULTILINESTRING ((-114.06805010000001 51.084977, -114.0682207 51.0850417, -114.0715759 51.0850464))","MULTILINESTRING ((285131.2283266624 5663752.812466063, 285119.5828672849 5663760.503473151, 284884.6733010212 5663770.829530334))"
182279,Built,400 SHANNON SQ SW,40.0,Residential Street,"MULTILINESTRING ((-114.0988811 50.9134439, -114.0989027 50.913457, -114.0989421 50.9134803, -114.0989697 50.9134968, -114.0989859 50.9135049, -114.0990052 50.9135108, -114.0990229 50.9135151, -114.0990416 50.9135176, -114.0990682 50.9135179, -114.0991147 50.9135175, -114.0991694 50.9135178, -114.0992258 50.9135177))","MULTILINESTRING ((282170.13508538145 5644773.962239703, 282168.67825608153 5644775.482342317, 282166.01811241196 5644778.188936581, 282164.15549556876 5644780.104734571, 282163.05481747084 5644781.053046599, 282161.72599728545 5644781.765942951, 282160.5021488897 5644782.296244077, 282159.1996125813 5644782.6293950295, 282157.3315949782 5644782.741307117, 282154.061756684 5644782.834176055, 282150.21890165575 5644783.029084289, 282146.25470373477 5644783.1845489675))"
93904,Built,HAWKSIDE CL NW,40.0,Residential Street,"MULTILINESTRING ((-114.1825861 51.1289342, -114.182661 51.12889530000001, -114.1827061 51.1288668, -114.1827688 51.128817, -114.1828352 51.1287529, -114.1829103 51.1286573, -114.1830263 51.1284941))","MULTILINESTRING ((277322.97089252155 5668980.227777832, 277317.54426736326 5668976.130092543, 277314.2522615394 5668973.098332098, 277309.62657796696 5668967.751956774, 277304.67323540733 5668960.827062088, 277298.9596806101 5668950.426670525, 277290.0596642183 5668932.635077432))"
89007,Built,4 ST NE,,Arterial Street,"MULTILINESTRING ((-114.0516991 51.0532688, -114.0517005 51.0528691))","MULTILINESTRING ((286129.93823277985 5660180.129331831, 286127.9977189745 5660135.698046989))"
75500,Built,MACEWAN GLEN DR NW,50.0,Collector,"MULTILINESTRING ((-114.1135342 51.1314886, -114.1135947 51.131534, -114.11365990000002 51.131584700000005, -114.11377000000002 51.1316687, -114.1138313 51.131716100000006, -114.1138896 51.1317607, -114.1139238 51.1317874))","MULTILINESTRING ((282165.3534630558 5669057.366054451, 282161.33529815136 5669062.592468473, 282157.01333619165 5669068.422018663, 282149.7074746296 5669078.086605151, 282145.6428015947 5669083.537745486, 282141.7747990859 5669088.66872088, 282139.5082789066 5669091.738326348))"
212317,Built,CHAPALA DR SE,50.0,Collector,"MULTILINESTRING ((-114.0312499 50.8789246, -114.0312537 50.8783373, -114.03125550000001 50.878053))","MULTILINESTRING ((286765.5254460301 5640738.899442346, 286762.57587276143 5640673.62040299, 286761.15082830435 5640642.020033678))"
74281,Built,HIDDEN VALLEY DR NW,50.0,Collector,"MULTILINESTRING ((-114.1237337 51.1452175, -114.12364320000002 51.1452444, -114.12356360000001 51.1452676, -114.1234619 51.1452979, -114.1233546 51.1453295, -114.1232583 51.1453596, -114.1230248 51.1454355, -114.1228494 51.1454961, -114.1226347 51.1455743))","MULTILINESTRING ((281516.7653795442 5670613.891073233, 281523.2209734577 5670616.612635496, 281528.8968631069 5670618.955262797, 281536.1517008272 5670622.021540884, 281543.80426789017 5670625.215711466, 281550.68053080793 5670628.275821361, 281567.36724349344 5670636.019937796, 281579.918831863 5670642.235797801, 281595.3016732618 5670650.291551936))"
41144,Built,73 ST NW,40.0,Residential Street,"MULTILINESTRING ((-114.1935072 51.083812, -114.193506 51.083929, -114.1935048 51.0840459, -114.1935036 51.0841629, -114.1935024 51.0842798))","MULTILINESTRING ((276341.184185205 5663997.153105884, 276341.83286397357 5664010.156232674, 276342.4810606442 5664023.14824275, 276343.1297404398 5664036.151369917, 276343.77793813613 5664049.14338037))"
882957,Built,MACLEOD TR S,,Skeletal Road,"MULTILINESTRING ((-114.0705371 50.9491365, -114.07055890000001 50.9492718, -114.0705727 50.9493552, -114.0705824 50.9494201, -114.0705928 50.9494862, -114.07060310000001 50.9495503, -114.0706163 50.9496345, -114.070633 50.94974, -114.07065540000002 50.9498933, -114.0706686 50.9499869, -114.07067790000002 50.9500704, -114.07070160000002 50.9502469))","MULTILINESTRING ((284327.3841062181 5648658.573057667, 284326.4797861201 5648673.678124256, 284325.8969180324 5648682.990068084, 284325.5162992121 5648690.233373869, 284325.09208255634 5648697.612131546, 284324.66562825005 5648704.76825694, 284324.12861296313 5648714.167382138, 284323.4444621421 5648725.944666528, 284322.58141665376 5648743.0525498465, 284322.0879517441 5648753.496673311, 284321.8215879775 5648762.80657089, 284320.97472593945 5648782.497401422))"
309353,Built,HARVEST HILLS BV N,,Arterial Street,"MULTILINESTRING ((-114.0700278 51.1564911, -114.0699603 51.1563234, -114.0699202 51.1562335, -114.0698759 51.1561427, -114.0698213 51.1560376, -114.0697392 51.1558932, -114.0696835 51.15580430000001, -114.06962220000001 51.1557124, -114.0695562 51.1556178, -114.0694833 51.1555195, -114.069392 51.1554054, -114.0693218 51.1553225, -114.0692137 51.1552015, -114.0691482 51.155131600000004, -114.0690361 51.1550208, -114.0689492 51.1549379, -114.0688927 51.1548848, -114.0687945 51.1548002, -114.0687094 51.1547282, -114.068634 51.1546665, -114.0685566 51.154604, -114.06848 51.1545436, -114.0683862 51.154471, -114.0682951 51.1544011, -114.0682032 51.1543269, -114.0680928 51.1542424))","MULTILINESTRING ((285324.6951612 5671708.975343213, 285328.63542817894 5671690.134541534, 285331.021422975 5671680.023002801, 285333.69688209123 5671669.799144766, 285337.026048688 5671657.955439234, 285342.0953423757 5671641.662341244, 285345.5766817089 5671631.616429303, 285349.43561980757 5671621.220649468, 285353.6106309806 5671610.510982531, 285358.2508844258 5671599.369832692, 285364.1042099914 5671586.418432349, 285368.62724637473 5671576.997237633, 285375.62314696517 5671563.229707693, 285379.8779868968 5671555.267492812, 285387.20096189587 5671542.62226431, 285392.8916547857 5671533.152337645, 285396.59531001817 5671527.084115886, 285403.06818194746 5671517.392218798, 285408.68368637556 5671509.139349393, 285413.66884771694 5671502.05988206, 285418.79013971414 5671494.8856436005, 285423.86526208295 5671487.9472087305, 285430.0863110711 5671479.60226575, 285436.13114181685 5671471.5653782915, 285442.2119675884 5671463.048120549, 285449.5384462126 5671453.331795785))"
40185,Built,51 AV SW,40.0,Residential Street,"MULTILINESTRING ((-114.1091959 51.0077181, -114.1098734 51.00771790000001, -114.110551 51.0077178, -114.1112285 51.0077177, -114.1119061 51.0077175))","MULTILINESTRING ((281887.3937882662 5655284.8672325825, 281839.87538713077 5655286.851336189, 281792.35044785275 5655288.847290749, 281744.83252838557 5655290.843386874, 281697.3071316846 5655292.829100114))"
21253,Built,12 ST NE,,Industrial Arterial,"MULTILINESTRING ((-114.0296317 51.0830352, -114.0296317 51.0831326))","MULTILINESTRING ((287812.4129562999 5663425.453702065, 287812.85886119306 5663436.281918317))"
40988,Built,MIDRIDGE DR SE,50.0,Collector,"MULTILINESTRING ((-114.0613981 50.9193856, -114.061327 50.91940340000001, -114.0612713 50.919416, -114.0611924 50.919432, -114.0611016 50.9194473, -114.0610391 50.9194573, -114.0609478 50.91947, -114.0608626 50.91948, -114.0607267 50.9194923, -114.06063630000001 50.9194987, -114.0604878 50.9195037, -114.06039480000001 50.9195041, -114.0603181 50.9195042, -114.0602824 50.9195035))","MULTILINESTRING ((284831.8353986943 5645324.471935798, 284836.91378762515 5645326.243333668, 284840.88600798766 5645327.481579499, 284846.50419319316 5645329.030126541, 284852.9553629299 5645330.466147299, 284857.3934161102 5645331.395528097, 284863.86771608924 5645332.541062478, 284869.9009037675 5645333.404239451, 284879.5074122355 5645334.375234111, 284885.8893888808 5645334.823051523, 284896.34761450766 5645334.945788512, 284902.8846074842 5645334.719025465, 284908.2748087753 5645334.506456031, 284910.7802326077 5645334.324524332))"
231548,Built,200 VALLEY CREST CO NW,40.0,Residential Street,"MULTILINESTRING ((-114.26683260000001 51.0969955, -114.2668528 51.0969798, -114.26686110000001 51.09697, -114.2668668 51.0969568, -114.2668687 51.0969445, -114.2668667 51.0969317, -114.2668608 51.0969198, -114.2668515 51.0969079, -114.26683580000001 51.096896, -114.2668095 51.0968798, -114.2667807 51.096863, -114.2667262 51.0968293, -114.266677 51.0967994, -114.2666233 51.0967674, -114.2665986 51.096752300000006, -114.266582 51.0967425, -114.2665523 51.0967291, -114.2665333 51.0967246, -114.2664964 51.0967191, -114.2664769 51.0967183, -114.2664609 51.0967189, -114.2664415 51.0967214, -114.2664201 51.096726, -114.2663939 51.0967347, -114.2663707 51.0967457, -114.2663137 51.0967716, -114.26624150000002 51.0968045, -114.2661694 51.096838, -114.2661124 51.0968636))","MULTILINESTRING ((271272.0582357542 5665688.181232545, 271270.5667253026 5665686.498711643, 271269.93733911193 5665685.4350779075, 271269.473161297 5665683.985390452, 271269.27942467364 5665682.623938179, 271269.3562161182 5665681.194775649, 271269.71044911916 5665679.853537363, 271270.3026799866 5665678.501727318, 271271.3429068788 5665677.130017599, 271273.10389416106 5665675.247329196, 271275.0369184476 5665673.290167738, 271278.68547950464 5665669.374368993, 271281.9818124699 5665665.897488126, 271285.58277871786 5665662.173166671, 271287.2372086781 5665660.417742277, 271288.3508125959 5665659.276689777, 271290.3636362477 5665657.694705713, 271291.67140941287 5665657.135379905, 271294.2272381411 5665656.40923544, 271295.58828034473 5665656.259675853, 271296.7112363904 5665656.276632542, 271298.0815720884 5665656.49423723, 271299.60227528657 5665656.939076131, 271301.4792192062 5665657.824779387, 271303.1575195218 5665658.97549522, 271307.2753679592 5665661.677527954, 271312.49176382745 5665665.110482941, 271317.7041149115 5665668.610454392, 271321.820466758 5665671.27914809))"
851371,Built,MCKENZIE TOWNE BV SE,,Arterial Street,"MULTILINESTRING ((-113.960586 50.917869, -113.96046590000002 50.9179014, -113.9603391 50.9179337, -113.9601995 50.9179668, -113.9600617 50.91799590000001))","MULTILINESTRING ((291909.25785313756 5644866.610513272, 291917.84238203475 5644869.873658563, 291926.8972896304 5644873.106800015, 291936.85526300676 5644876.392787522, 291946.66888033424 5644879.239183828))"
29285,Built,LAKE ERIE WY SE,40.0,Residential Street,"MULTILINESTRING ((-114.0556223 50.9435321, -114.0556627 50.9432425, -114.0557062 50.9430213, -114.0557522 50.9428288))","MULTILINESTRING ((285348.9578342255 5647992.004194884, 285344.7858143179 5647959.926933563, 285340.71124516346 5647935.462739981, 285336.59332248033 5647914.196411553))"
231546,Built,200 VALLEY CREST CO NW,40.0,Residential Street,"MULTILINESTRING ((-114.2661124 51.0968636, -114.26615630000002 51.0968787, -114.26623140000001 51.09690320000001, -114.2663067 51.09692450000001, -114.2663918 51.09694640000001, -114.2664529 51.0969601, -114.2665279 51.096976, -114.266615 51.0969917, -114.266681 51.0970025, -114.2667463 51.09701150000001, -114.26677030000002 51.097012, -114.2667926 51.09700910000001, -114.2668107 51.0970047, -114.26683260000001 51.0969955))","MULTILINESTRING ((271321.820466758 5665671.27914809, 271318.8220420453 5665673.094247768, 271313.68604867236 5665676.051316516, 271308.5202620893 5665678.653276332, 271302.67145016545 5665681.352409246, 271298.46213842934 5665683.065360046, 271293.2907028408 5665685.066098392, 271287.2712933116 5665687.082228841, 271282.7046751995 5665688.48804178, 271278.1781705499 5665689.691580888, 271276.5006598702 5665689.821786798, 271274.9253587822 5665689.568738008, 271273.6366470142 5665689.135879364, 271272.0582357542 5665688.181232545))"
28981,Built,MARTINVIEW RD NE,40.0,Residential Street,"MULTILINESTRING ((-113.9611622 51.112954300000006, -113.9608715 51.1127322, -113.9607631 51.1126582))","MULTILINESTRING ((292740.8315326896 5666556.487027931, 292760.18041608867 5666530.976102205, 292767.4350048782 5666522.443784445))"
43344,Built,29 AV SW,40.0,Residential Street,"MULTILINESTRING ((-114.1143541 51.0276599, -114.1150838 51.027664, -114.1157986 51.027664, -114.1165133 51.027664, -114.1172715 51.0276636))","MULTILINESTRING ((281619.3802663152 5657517.081692594, 281568.2430166752 5657519.701698228, 281518.13107682706 5657521.822207229, 281468.02615472244 5657523.942906657, 281414.86973663425 5657526.1487462465))"
209462,Built,WEST SPRINGS WY SW,40.0,Residential Street,"MULTILINESTRING ((-114.1895177 51.0640235, -114.1899979 51.064304500000006))","MULTILINESTRING ((276525.16139118606 5661785.166447149, 276492.8775522008 5661817.863072298))"
881407,Built,SHERIFF KING ST SW,,Residential Street,"MULTILINESTRING ((-114.0705819 50.8904789, -114.0711927 50.8906546, -114.0713983 50.8907779))","MULTILINESTRING ((284052.69718111935 5642137.766528147, 284010.56252931815 5642159.086782795, 283996.6767136491 5642173.395814744))"
111738,Built,SIERRA MORENA CI SW,40.0,Collector,"MULTILINESTRING ((-114.1761477 51.0181537, -114.1763196 51.0181546, -114.1764707 51.0181535, -114.1765594 51.0181545, -114.176651 51.0181535, -114.17672140000002 51.0181534, -114.1767926 51.0181521, -114.1768625 51.0181509, -114.176921 51.0181496, -114.1769889 51.0181474, -114.1770452 51.0181453, -114.1771189 51.018142600000004, -114.1771794 51.0181395, -114.1772448 51.0181368, -114.1773055 51.0181332, -114.1773599 51.0181296, -114.1774008 51.0181269, -114.1774517 51.0181231, -114.1774963 51.0181174, -114.1775381 51.0181109, -114.1775809 51.018102, -114.1776193 51.0180929, -114.1776551 51.0180826, -114.1777006 51.0180711, -114.1777447 51.0180593, -114.1777676 51.01805300000001))","MULTILINESTRING ((277241.70014811144 5656645.36268049, 277229.6508767733 5656645.98268833, 277219.05050559726 5656646.317467378, 277212.83567885344 5656646.696955879, 277206.40791297366 5656646.86288778, 277201.4710024133 5656647.064744383, 277196.4722405071 5656647.13562372, 277191.5651137213 5656647.2136917785, 277187.4568723627 5656647.246157856, 277182.68518810533 5656647.207015002, 277178.72737240745 5656647.14389715, 277173.5465943566 5656647.066726584, 277169.28947799455 5656646.905154981, 277164.6906930227 5656646.802880321, 277160.4171531431 5656646.586336902, 277156.5853672966 5656646.350734235, 277153.7045155726 5656646.174336678, 277150.1171885735 5656645.905914535, 277146.96250071493 5656645.407211119, 277144.0003096206 5656644.811101993, 277140.956483876 5656643.951216184, 277138.220224773 5656643.055783666, 277135.66051909665 5656642.019082466, 277132.4148923958 5656640.878334016, 277129.2659926611 5656639.700000332, 277127.6300211911 5656639.068939089))"
58872,Built,39 ST SW,40.0,Collector,"MULTILINESTRING ((-114.1454801 51.0450387, -114.145483 51.04506790000001, -114.1454653 51.0451128, -114.14543 51.04517440000001, -114.145399 51.0452165, -114.1452222 51.045433800000005))","MULTILINESTRING ((279519.81262733974 5659541.840912596, 279519.74812029314 5659545.095749422, 279521.2018376783 5659550.03425531, 279523.9682869109 5659556.77658534, 279526.3407505513 5659561.363987179, 279539.7630358491 5659584.991682584))"
29160,Built,SCENIC RI NW,40.0,Residential Street,"MULTILINESTRING ((-114.20622800000001 51.1171329, -114.2067273 51.1173448))","MULTILINESTRING ((275611.9622622243 5667740.147268868, 275578.05383396934 5667765.227543503))"
91852,Built,17 AV SW,,Neighbourhood Boulevard,"MULTILINESTRING ((-114.1098187 51.03780660000001, -114.11030200000002 51.037812, -114.1106124 51.0378182, -114.1109227 51.0378243, -114.11123310000002 51.0378304))","MULTILINESTRING ((281984.98971709237 5658631.65235118, 281951.1401121434 5658633.683829248, 281929.413002047 5658635.292365601, 281907.69243840117 5658636.889580503, 281885.96487273125 5658638.487183358))"
753113,Built,CITYSCAPE GA NE,50.0,Primary Collector,"MULTILINESTRING ((-113.9583006 51.1541496, -113.9582984 51.1542289, -113.9582931 51.1544147))","MULTILINESTRING ((293125.3659417563 5671128.310718697, 293125.8746004349 5671137.120719351, 293127.07655353175 5671157.762153228))"
315995,Built,ASPEN STONE GV SW,40.0,Residential Street,"MULTILINESTRING ((-114.2122409 51.0456781, -114.2122409 51.0457438, -114.2122416 51.0458352, -114.2122417 51.045932900000004, -114.2122413 51.0459903, -114.2122413 51.0460785, -114.2122414 51.04616800000001, -114.2122417 51.0463027, -114.2122419 51.0464332))","MULTILINESTRING ((274844.38014131825 5659814.983899971, 274844.6989063653 5659822.287642911, 274845.09330969653 5659832.450546562, 274845.5603267604 5659843.31197417, 274845.86685356556 5659849.691798837, 274846.2947867475 5659859.496823979, 274846.72202019626 5659869.446673585, 274847.3545432931 5659884.421932596, 274847.9736975244 5659898.92998002))"
844680,Built,86 AV SW,40.0,Collector,"MULTILINESTRING ((-114.0791702 50.9761169, -114.0792892 50.9761324))","MULTILINESTRING ((283846.4461745742 5651683.273478852, 283838.1662163902 5651685.345662773))"
151674,Built,MARTHAS MEADOW LI NE,40.0,Residential Street,"MULTILINESTRING ((-113.9636645 51.123615, -113.9635424 51.123615, -113.9634639 51.1236156, -113.9633831 51.1236126, -113.9632933 51.1236087, -113.9632172 51.1236033, -113.9631429 51.1235974, -113.96306870000001 51.1235899))","MULTILINESTRING ((292613.4877184945 5667748.739321065, 292622.03021942487 5667748.395025887, 292627.52501533786 5667748.240385413, 292633.16459691094 5667747.679037094, 292639.42981552903 5667746.992262403, 292644.72981958254 5667746.1773592755, 292649.9016511969 5667745.311949141, 292655.05931997614 5667744.26894674))"
147311,Built,ROYAL OAK CV NW,40.0,Collector,"MULTILINESTRING ((-114.23123100000001 51.1477452, -114.2313156 51.1475398, -114.2313388 51.1474929, -114.2313643 51.1474479, -114.2313939 51.1473997, -114.23143 51.14735470000001, -114.2314643 51.1473188, -114.2315022 51.1472786, -114.2315424 51.1472439, -114.2315994 51.1472005, -114.2316484 51.1471661, -114.2317048 51.147129))","MULTILINESTRING ((274012.1066396069 5671219.863783899, 274005.18722274003 5671197.289757872, 274003.335768737 5671192.147256933, 274001.33277484926 5671187.223048627, 273999.02745071263 5671181.955705241, 273996.2832613481 5671177.0640871385, 273993.70940990193 5671173.178573993, 273990.8628116364 5671168.826103607, 273987.8822689463 5671165.09213539, 273983.684477829 5671160.442651535, 273980.0900632504 5671156.769094564, 273975.96500935644 5671152.818136366))"
188012,Built,SHAWBROOKE CI SW,40.0,Residential Street,"MULTILINESTRING ((-114.08823410000001 50.9057407, -114.0882947 50.9057909, -114.0883476 50.905836, -114.0884111 50.9058928, -114.0884667 50.9059442, -114.0885061 50.9059811, -114.0885398 50.9060128, -114.0885788 50.9060518, -114.0886089 50.906082500000004, -114.0886344 50.9061067, -114.0886706 50.9061389, -114.0887104 50.9061711, -114.0887427 50.9061944, -114.0887803 50.9062184, -114.0888229 50.9062436, -114.0888725 50.9062699, -114.0889168 50.9062911, -114.08896870000001 50.9063136, -114.0890308 50.9063365, -114.0890854 50.9063537, -114.0891426 50.9063703, -114.08920700000002 50.9063858, -114.0892695 50.9063987, -114.08935130000002 50.9064108, -114.0894069 50.9064169, -114.0894782 50.9064224, -114.0895314 50.9064242, -114.0895766 50.9064248, -114.0899607 50.9064252))","MULTILINESTRING ((282882.53658436064 5643886.215722953, 282878.51064569445 5643891.974768908, 282875.0022131975 5643897.144192515, 282870.8031741724 5643903.645495934, 282867.13430234353 5643909.523237096, 282864.5366408758 5643913.741345945, 282862.31543075934 5643917.364599343, 282859.7556703448 5643921.81498822, 282857.7828569374 5643925.316477868, 282856.10312011524 5643928.08182935, 282853.7085251866 5643931.768030441, 282851.0608893394 5643935.464830146, 282848.8989968876 5643938.150149475, 282846.3678284396 5643940.928890111, 282843.49079965433 5643943.855753941, 282840.12686576456 5643946.925512419, 282837.1117268855 5643949.412708783, 282833.5684403832 5643952.066800739, 282829.3100630596 5643954.795391814, 282825.55232318223 5643956.8682429185, 282821.6090387936 5643958.882050202, 282817.15454855555 5643960.7947729, 282812.8215049227 5643962.412866181, 282807.12814579107 5643963.9988534, 282803.24844067555 5643964.840690164, 282798.2623933399 5643965.662056264, 282794.53136089287 5643966.018806494, 282791.35705832066 5643966.218600309, 282764.3606290654 5643967.394137954))"
53583,Built,SELKIRK DR SW,40.0,Residential Street,"MULTILINESTRING ((-114.0919618 50.9642849, -114.0918178 50.9633884, -114.0913595 50.9624417))","MULTILINESTRING ((282893.47840924014 5650405.51021838, 282899.40605332435 5650305.422457717, 282927.16548726906 5650198.828333297))"
94060,Built,BEDDINGTON BV NW,,Arterial Street,"MULTILINESTRING ((-114.0886177 51.1333062, -114.088663 51.1334056, -114.08868420000002 51.1334833, -114.0886903 51.1335297, -114.0886889 51.1335676, -114.0886739 51.1336064, -114.0886275 51.1336936))","MULTILINESTRING ((283916.7355200457 5669185.914295833, 283914.0312024036 5669197.097919461, 283912.91125304135 5669205.798288058, 283912.70130377647 5669210.974597152, 283912.9762514925 5669215.183903431, 283914.2066726553 5669219.45329798, 283917.8594662809 5669229.011145244))"
804428,Built,CRANARCH RD SE,,Arterial Street,"MULTILINESTRING ((-113.97604860000001 50.878797, -113.9758626 50.8789348, -113.9758286 50.8789534, -113.9757977 50.8789747))","MULTILINESTRING ((290647.3929852823 5640566.666203304, 290661.0927602205 5640581.45793559, 290663.5674684424 5640583.429271469, 290665.836249047 5640585.7095633))"
757738,Built,CITYSCAPE DR NE,50.0,Primary Collector,"MULTILINESTRING ((-113.9662262 51.1436008, -113.96622850000001 51.1451195))","MULTILINESTRING ((292523.90678026155 5669977.881738502, 292530.5589043844 5670146.729504327))"
241727,Built,SANDARAC DR NW,50.0,Collector,"MULTILINESTRING ((-114.1070121 51.1404512, -114.1070485 51.1404497, -114.1070953 51.1404468, -114.10712210000001 51.1404447, -114.1071502 51.1404421, -114.1071717 51.1404397))","MULTILINESTRING ((282663.68171221146 5670034.452140378, 282661.12900467997 5670034.392982953, 282657.8423870703 5670034.208929873, 282655.95824231196 5670034.054693354, 282653.98083139 5670033.84871467, 282652.46593573503 5670033.645460254))"
